UniProtID	asa	psipred	pfam	gnomad	polyphen	sift	provean	provean_sift
Q9NYC9	0	0	1	1	1	1	1	0
Q12965	0	1	1	1	1	1	1	0
Q68DV7	1	0	1	1	1	1	1	0
Q8IU68	0	0	1	1	1	1	1	0
P21462	0	0	1	1	1	1	1	0
P17213	1	0	1	1	1	1	1	0
O43435	1	0	1	1	1	1	1	0
A1L4H1	0	0	1	1	1	1	1	0
P15018	1	0	1	1	1	1	1	0
P08254	1	0	1	1	1	1	1	0
P63279	1	1	1	1	1	0	0	1
P63165	1	1	1	1	0	0	0	1
Q9H3S4	1	1	1	1	1	1	1	1
P0DP23	1	1	0	0	0	0	0	1
P62166	1	1	1	1	0	1	1	1
P35520	1	1	1	1	1	0	0	1
P35520	1	1	1	1	1	0	0	1
P35520	1	1	1	1	1	0	0	1
Q9NZ01	0	1	1	1	1	1	1	1
P31150	0	1	1	1	1	1	1	1
P42898	1	1	1	1	1	0	0	1
P04035	1	1	1	1	1	0	0	1
P0DP23	1	1	0	0	0	0	0	1
